Customer_ID,Product_ID,Estimated_Rating
CUST_D3LE0G,PROD_4I0EIB,109.92076533333334
CUST_GUATFH,PROD_OR1HCH,109.92076533333334
CUST_937AEI,PROD_7BSUKB,109.92076533333334
CUST_F8N1ER,PROD_SLBTNE,109.92076533333334
CUST_ZUYLLI,PROD_MDY0Q3,109.92076533333334
CUST_Q7RRR3,PROD_R86FMP,109.92076533333334
CUST_G393W0,PROD_DEY02K,109.92076533333334
CUST_4B8UKF,PROD_44HLX7,109.92076533333334
CUST_J5O1GM,PROD_SV5GF6,109.92076533333334
CUST_VF4PUK,PROD_GEKRXM,109.92076533333334
CUST_6ORQOE,PROD_W7J0TS,109.92076533333334
CUST_W6QWP6,PROD_XOWZMH,109.92076533333334
CUST_BSWBU2,PROD_DYFB2P,109.92076533333334
CUST_2LI5B7,PROD_E42Q6S,109.92076533333334
CUST_7E39QV,PROD_33Y7LA,109.92076533333334
CUST_GJL1C1,PROD_4F7HZZ,109.92076533333334
CUST_D5LZT7,PROD_2KI0I5,109.92076533333334
CUST_RS16ZL,PROD_8ON19R,109.92076533333334
CUST_QLWXKN,PROD_N1PGOG,109.92076533333334
CUST_B6YVDE,PROD_96F0S1,109.92076533333334
CUST_LHY1H8,PROD_SIOWJ4,109.92076533333334
CUST_WVVESF,PROD_6960I0,109.92076533333334
CUST_J5Z6S0,PROD_6TO1R9,109.92076533333334
CUST_M00U0A,PROD_L7FGAI,109.92076533333334
CUST_MIILLM,PROD_5I28QY,109.92076533333334
CUST_EBI7OA,PROD_FZC7F3,109.92076533333334
CUST_XIAXTF,PROD_E148UW,109.92076533333334
CUST_OPSVL6,PROD_5W9MCS,109.92076533333334
CUST_FNFDXE,PROD_UHANML,109.92076533333334
CUST_UBR2A7,PROD_2AX2SU,109.92076533333334
CUST_HR66FK,PROD_42JJSA,109.92076533333334
CUST_U3CUD6,PROD_9R98KN,109.92076533333334
CUST_KSKMPS,PROD_NQSIIQ,109.92076533333334
CUST_8OJAW3,PROD_OSIDJ2,109.92076533333334
CUST_DY9A2O,PROD_A3MTRJ,109.92076533333334
CUST_QY6EK1,PROD_VVXK2C,109.92076533333334
CUST_HJCJ6X,PROD_APSWB4,109.92076533333334
CUST_2UVSWC,PROD_RA7ZPG,109.92076533333334
CUST_4TWCJD,PROD_6B2C0Q,109.92076533333334
CUST_J7DFKM,PROD_OSBUHH,109.92076533333334
CUST_47VWOQ,PROD_9JMIEA,109.92076533333334
CUST_652GTO,PROD_88PPPD,109.92076533333334
CUST_9SXYPT,PROD_Q2PSLE,109.92076533333334
CUST_YK6EEF,PROD_IHF1XN,109.92076533333334
CUST_08I8F5,PROD_BH21QF,109.92076533333334
CUST_22B0J9,PROD_PAE2CE,109.92076533333334
CUST_PJPNDR,PROD_CIJZBB,109.92076533333334
CUST_H77C1R,PROD_TG3X3E,109.92076533333334
CUST_EF8557,PROD_P2DMGE,109.92076533333334
CUST_CR3O9U,PROD_PTTLQ6,109.92076533333334
CUST_IUZ85N,PROD_5BIIOO,109.92076533333334
CUST_A2W77M,PROD_PPXR75,109.92076533333334
CUST_UVYRGA,PROD_P08K0Y,109.92076533333334
CUST_PFF0VR,PROD_OTGAT3,109.92076533333334
CUST_UTA03Q,PROD_XLUW2S,109.92076533333334
CUST_I5OSJO,PROD_CRE1T2,109.92076533333334
CUST_Q4J6JQ,PROD_QIYI35,109.92076533333334
CUST_6CRL89,PROD_ABBNLY,109.92076533333334
CUST_CA3BIS,PROD_ARU1YW,109.92076533333334
CUST_ON73RX,PROD_2R0GDE,109.92076533333334
CUST_UM16GR,PROD_GUD48D,109.92076533333334
CUST_JFNNHS,PROD_KQSIJW,109.92076533333334
CUST_JPK3AL,PROD_1ZY5A4,109.92076533333334
CUST_V90KA5,PROD_F508CI,109.92076533333334
CUST_542U5K,PROD_7IBLNK,109.92076533333334
CUST_7GGVHE,PROD_V5HWLP,109.92076533333334
CUST_W9WN0S,PROD_CV9R91,109.92076533333334
CUST_OF8NP8,PROD_EKJTVC,109.92076533333334
CUST_WBQOMQ,PROD_NBCX12,109.92076533333334
CUST_BY1X8M,PROD_T85OG4,109.92076533333334
CUST_TQGIOV,PROD_6623EB,109.92076533333334
CUST_XZP0JK,PROD_8KFLAD,109.92076533333334
CUST_WSL12P,PROD_KXJDKD,109.92076533333334
CUST_JL1V6F,PROD_R83YWP,109.92076533333334
CUST_RPKC8H,PROD_METTKS,109.92076533333334
CUST_2NIVRV,PROD_BUAN1V,109.92076533333334
CUST_V6UNQL,PROD_TG0I6U,109.92076533333334
CUST_IZ1XN6,PROD_788JQV,109.92076533333334
CUST_C9RGIZ,PROD_K051PT,109.92076533333334
CUST_31EGW9,PROD_RXN2E7,109.92076533333334
CUST_EMZ11T,PROD_0FIGUG,109.92076533333334
CUST_3NRQ8G,PROD_BELXTS,109.92076533333334
CUST_KH6554,PROD_I7U8U9,109.92076533333334
CUST_HYV6ZX,PROD_LGW0VO,109.92076533333334
CUST_VMGOIN,PROD_5C9CTV,109.92076533333334
CUST_TZKLWO,PROD_TF169T,109.92076533333334
CUST_EECZKI,PROD_H2VFU6,109.92076533333334
CUST_A96R9P,PROD_QK1TK7,109.92076533333334
CUST_AFE5SZ,PROD_F6HAI6,109.92076533333334
CUST_MO7URG,PROD_T5UWA2,109.92076533333334
CUST_9EBJL3,PROD_QYT7SW,109.92076533333334
CUST_X71QKY,PROD_M16QWB,109.92076533333334
CUST_2MBV15,PROD_L0ITD5,109.92076533333334
CUST_XSCKOT,PROD_HQVAND,109.92076533333334
CUST_WCHAEU,PROD_AFSK8A,109.92076533333334
CUST_IDY7LL,PROD_7YXPRR,109.92076533333334
CUST_NYFCOF,PROD_DED834,109.92076533333334
CUST_0IY59L,PROD_SVRAOL,109.92076533333334
CUST_EVYDHU,PROD_XPSKLG,109.92076533333334
CUST_HYT0CW,PROD_VS2P0X,109.92076533333334
CUST_AC02G2,PROD_VXEP20,109.92076533333334
CUST_HS0LI7,PROD_9YK4JF,109.92076533333334
CUST_FQH90C,PROD_SB7CN5,109.92076533333334
CUST_SLJGMO,PROD_UXK7K8,109.92076533333334
CUST_H0FUNO,PROD_5R18W4,109.92076533333334
CUST_TH0NNN,PROD_KVTM85,109.92076533333334
CUST_0R1ZR2,PROD_3DDJ1A,109.92076533333334
CUST_1WWICM,PROD_9C0DNY,109.92076533333334
CUST_QFLRA3,PROD_5WXLS3,109.92076533333334
CUST_1S2MSA,PROD_EQGGMN,109.92076533333334
CUST_5B1EVM,PROD_CJSIAT,109.92076533333334
CUST_9MU75Y,PROD_NGGX5M,109.92076533333334
CUST_F7DMY9,PROD_6YX09C,109.92076533333334
CUST_4BCTY3,PROD_JX5ZID,109.92076533333334
CUST_TA1AZW,PROD_SB7D8S,109.92076533333334
CUST_QO0UXL,PROD_ON6K7D,109.92076533333334
CUST_2ELJUA,PROD_NOUYZI,109.92076533333334
CUST_ZG8GZS,PROD_FRS2KE,109.92076533333334
CUST_TBZWDC,PROD_5QK10Y,109.92076533333334
CUST_VTAM84,PROD_ZXC1GB,109.92076533333334
CUST_A42CXD,PROD_BG3A89,109.92076533333334
CUST_82F54K,PROD_WML1X9,109.92076533333334
CUST_FNXL92,PROD_MXG057,109.92076533333334
CUST_XV1HKS,PROD_XQMZLF,109.92076533333334
CUST_19E0I2,PROD_SX0VK1,109.92076533333334
CUST_6MJCJL,PROD_COFUS9,109.92076533333334
CUST_3YME2F,PROD_GWAQ4V,109.92076533333334
CUST_9BU8KR,PROD_ATSYHO,109.92076533333334
CUST_HHZO8P,PROD_H08BW0,109.92076533333334
CUST_0V7UOF,PROD_FL33IY,109.92076533333334
CUST_8M2LLA,PROD_LUBNIR,109.92076533333334
CUST_3OMVSE,PROD_S6CALK,109.92076533333334
CUST_16VB00,PROD_YI0Q60,109.92076533333334
CUST_UAVMKF,PROD_Z6GI91,109.92076533333334
CUST_D6HA7K,PROD_D0G106,109.92076533333334
CUST_P0GI95,PROD_5TGPIO,109.92076533333334
CUST_4FRN3I,PROD_OKUAY4,109.92076533333334
CUST_Z4T5HU,PROD_48FAOY,109.92076533333334
CUST_80Q2MD,PROD_997AQM,109.92076533333334
CUST_LHQ9YE,PROD_23ZK2D,109.92076533333334
CUST_CRGTF4,PROD_S8I7JA,109.92076533333334
CUST_EGXC9Q,PROD_U8Y2RD,109.92076533333334
CUST_M5F09Q,PROD_F6JYF2,109.92076533333334
CUST_2RD4J9,PROD_810DH5,109.92076533333334
CUST_UJER01,PROD_SM4H3R,109.92076533333334
CUST_P8YC28,PROD_BTLERM,109.92076533333334
CUST_W65KKL,PROD_BF26EO,109.92076533333334
CUST_9R9UI7,PROD_7MYCY9,109.92076533333334
CUST_4EG80W,PROD_SKJFBP,109.92076533333334
CUST_2TTH49,PROD_LF1RUE,109.92076533333334
CUST_KXVV0V,PROD_WQ4C5V,109.92076533333334
CUST_HCJJXE,PROD_BV7IGR,109.92076533333334
CUST_97C9T2,PROD_ULOP41,109.92076533333334
CUST_7MCFUQ,PROD_G3FI2T,109.92076533333334
CUST_IP7ADP,PROD_80HSQF,109.92076533333334
CUST_8N2OBK,PROD_TD3D9H,109.92076533333334
CUST_GN9JCO,PROD_97DAW1,109.92076533333334
CUST_4CYVQ8,PROD_YFT16J,109.92076533333334
CUST_BI7FG4,PROD_SXEM58,109.92076533333334
CUST_CKJW37,PROD_RNGI7A,109.92076533333334
CUST_6J8FRG,PROD_TQITIT,109.92076533333334
CUST_M8VZ9T,PROD_5GUR21,109.92076533333334
CUST_XL1V78,PROD_6E095K,109.92076533333334
CUST_WYQADT,PROD_WOFFAN,109.92076533333334
CUST_PCHBN4,PROD_U24A11,109.92076533333334
CUST_VU9SFK,PROD_ZXNUP1,109.92076533333334
CUST_8555XB,PROD_QLBARZ,109.92076533333334
CUST_66IKR2,PROD_2Z9ON3,109.92076533333334
CUST_XHYZ0T,PROD_G3Q5R8,109.92076533333334
CUST_1LQH1W,PROD_UTT4GT,109.92076533333334
CUST_5QUBKH,PROD_KYHVU5,109.92076533333334
CUST_MGPNRL,PROD_VTRQZ7,109.92076533333334
CUST_A8R4U9,PROD_ARYSJ9,109.92076533333334
CUST_H1TFYH,PROD_79RRFK,109.92076533333334
CUST_3X3JCS,PROD_YKVUMQ,109.92076533333334
CUST_MZJEFG,PROD_0G7QGP,109.92076533333334
CUST_KQCSCN,PROD_F2Q82T,109.92076533333334
CUST_8EE5OK,PROD_LD1ODK,109.92076533333334
CUST_E1ZPYN,PROD_PS1O0P,109.92076533333334
CUST_4BFMZQ,PROD_X4M75U,109.92076533333334
CUST_6OC44Z,PROD_HTT0GI,109.92076533333334
CUST_HQ8BJ6,PROD_3ATEFM,109.92076533333334
CUST_H04U4N,PROD_YUSKK7,109.92076533333334
CUST_NT460V,PROD_3NK3M9,109.92076533333334
CUST_YWQDU3,PROD_ZATXBJ,109.92076533333334
CUST_6A66IS,PROD_SGIQVH,109.92076533333334
CUST_WCOEZK,PROD_IM2XYW,109.92076533333334
CUST_K7WZDS,PROD_2V8P0X,109.92076533333334
CUST_S5X2JN,PROD_QFGR7T,109.92076533333334
CUST_MEPPHV,PROD_JZHRSA,109.92076533333334
CUST_OQXQWT,PROD_BTDQP7,109.92076533333334
CUST_D6YU9Y,PROD_GZ0XSV,109.92076533333334
CUST_7LNE2A,PROD_6LK64E,109.92076533333334
CUST_JNQZUB,PROD_4U7I5X,109.92076533333334
CUST_V3L03X,PROD_LY0ZZX,109.92076533333334
CUST_TE3842,PROD_KKM197,109.92076533333334
CUST_D04R4V,PROD_FAS4D1,109.92076533333334
CUST_AGFEL9,PROD_DL0KKN,109.92076533333334
CUST_XAM7YP,PROD_S85QJ5,109.92076533333334
CUST_W43DOD,PROD_XQCVRC,109.92076533333334
CUST_HT6GBV,PROD_R8O0S9,109.92076533333334
CUST_66TFRW,PROD_I4C4UA,109.92076533333334
CUST_DVQY62,PROD_5X4IVR,109.92076533333334
CUST_FWFIXU,PROD_1U310M,109.92076533333334
CUST_FYV7F3,PROD_NMHH3I,109.92076533333334
CUST_VYKIAR,PROD_FVH8WD,109.92076533333334
CUST_1VFPOM,PROD_P6BA32,109.92076533333334
CUST_N1LZ6T,PROD_7M7D1X,109.92076533333334
CUST_USRP4R,PROD_Q2ZQLC,109.92076533333334
CUST_TWG0XC,PROD_75F6A7,109.92076533333334
CUST_I32763,PROD_7VETJ7,109.92076533333334
CUST_ZBEYJC,PROD_SF4R9H,109.92076533333334
CUST_PAZKPS,PROD_2CBK7J,109.92076533333334
CUST_QMJU91,PROD_1ZTI11,109.92076533333334
CUST_2U8B1Q,PROD_56S3XL,109.92076533333334
CUST_7MWPSG,PROD_22XZN4,109.92076533333334
CUST_V6NNKT,PROD_X2HMHY,109.92076533333334
CUST_X39WEH,PROD_M4G4Q9,109.92076533333334
CUST_AR1RQC,PROD_FRTAII,109.92076533333334
CUST_A8D38V,PROD_VEDZB9,109.92076533333334
CUST_68CLTM,PROD_L2KFOP,109.92076533333334
CUST_Q2WY20,PROD_3CHQP0,109.92076533333334
CUST_M85ZCI,PROD_1BAMGZ,109.92076533333334
CUST_NCE8QH,PROD_TD42U9,109.92076533333334
CUST_R8XEHH,PROD_QCEWW7,109.92076533333334
CUST_VNDYZE,PROD_RYQ7YS,109.92076533333334
CUST_MZ1I4W,PROD_A86FGU,109.92076533333334
CUST_8TXBGW,PROD_V4PIIG,109.92076533333334
CUST_NWNTR5,PROD_4NNSSU,109.92076533333334
CUST_DVEE8J,PROD_ZW4SQO,109.92076533333334
CUST_8RJ2UJ,PROD_W9GBJF,109.92076533333334
CUST_F7JI1X,PROD_QB1Y29,109.92076533333334
CUST_JM90QP,PROD_LNFXOK,109.92076533333334
CUST_OY162F,PROD_VNUEPD,109.92076533333334
CUST_1ZX8I0,PROD_JQS2IZ,109.92076533333334
CUST_44O6ZI,PROD_PECOP2,109.92076533333334
CUST_A2GV92,PROD_KMNBH3,109.92076533333334
CUST_ONOB6S,PROD_ECHNTT,109.92076533333334
CUST_04IZH6,PROD_PKDZVZ,109.92076533333334
CUST_FO4U5D,PROD_997A1G,109.92076533333334
CUST_P4SEBY,PROD_7254CH,109.92076533333334
CUST_PZ7G06,PROD_G25ZJI,109.92076533333334
CUST_YKMB5M,PROD_N53C4X,109.92076533333334
CUST_OB867R,PROD_8MTYC0,109.92076533333334
CUST_MI4XIZ,PROD_DRC4WR,109.92076533333334
CUST_4B1DS3,PROD_9I964Y,109.92076533333334
CUST_1K29D7,PROD_Q0O402,109.92076533333334
CUST_A4JI0R,PROD_R7YH37,109.92076533333334
CUST_B8VNFR,PROD_RH9XKR,109.92076533333334
CUST_7S1I7F,PROD_0G0VKF,109.92076533333334
CUST_W7DRAC,PROD_NSW0GT,109.92076533333334
CUST_UMFQHH,PROD_4CVG2R,109.92076533333334
CUST_0NB1PD,PROD_HA97FT,109.92076533333334
CUST_8A2HQK,PROD_KDBS06,109.92076533333334
CUST_5WUGJ4,PROD_GN59FV,109.92076533333334
CUST_L9PT5G,PROD_NW1RLL,109.92076533333334
CUST_LZZTJ8,PROD_6R2M77,109.92076533333334
CUST_W0GLKM,PROD_6G8PKP,109.92076533333334
CUST_T96E4A,PROD_QESANU,109.92076533333334
CUST_Z4D521,PROD_TCYKUT,109.92076533333334
CUST_LZBKTY,PROD_O9S1WF,109.92076533333334
CUST_MU2N8L,PROD_GKR5DM,109.92076533333334
CUST_XIE51L,PROD_4A5QIP,109.92076533333334
CUST_64HZYP,PROD_OBXWT0,109.92076533333334
CUST_44RAHP,PROD_KECHU7,109.92076533333334
CUST_D1OXOH,PROD_E8PUEW,109.92076533333334
CUST_9ZM6O0,PROD_428IAZ,109.92076533333334
CUST_S1XA85,PROD_XLT3SJ,109.92076533333334
CUST_T0A58A,PROD_E9JCON,109.92076533333334
CUST_9M3ZRR,PROD_7LVRIQ,109.92076533333334
CUST_89BCDI,PROD_316O83,109.92076533333334
CUST_7NPDLZ,PROD_PRV2RR,109.92076533333334
CUST_C1IDDA,PROD_JZZ5OT,109.92076533333334
CUST_D1FR8X,PROD_RAR86F,109.92076533333334
CUST_VPJD5H,PROD_OAJ87L,109.92076533333334
CUST_5KA96J,PROD_GLXZYR,109.92076533333334
CUST_DWJAD2,PROD_XWJQE5,109.92076533333334
CUST_26M9O4,PROD_6X2YTI,109.92076533333334
CUST_ARY0HB,PROD_MZHBQU,109.92076533333334
CUST_9VNVHU,PROD_6UOPXX,109.92076533333334
CUST_5MOO2V,PROD_3XWJ8O,109.92076533333334
CUST_6RO7PJ,PROD_L4Q61X,109.92076533333334
CUST_CGWF4N,PROD_D76OZH,109.92076533333334
CUST_Y197FR,PROD_EXG4HB,109.92076533333334
CUST_AGDG5Q,PROD_ZQ1WFO,109.92076533333334
CUST_MULRYD,PROD_KD77JA,109.92076533333334
CUST_OSQVW0,PROD_US1K57,109.92076533333334
CUST_NYWK0T,PROD_P0KZ8I,109.92076533333334
CUST_UILRXE,PROD_R6FDLY,109.92076533333334
CUST_HYAXU7,PROD_44DL6V,109.92076533333334
CUST_1MTMOT,PROD_KYVVX1,109.92076533333334
CUST_536F7A,PROD_ESZ3UM,109.92076533333334
CUST_SWW40U,PROD_77HJSL,109.92076533333334
CUST_5VJ2TI,PROD_1S3NRR,109.92076533333334
CUST_4QOPS7,PROD_6AOYD9,109.92076533333334
CUST_UUXR1A,PROD_QT0JF6,109.92076533333334
CUST_XQCFUC,PROD_9PL05Q,109.92076533333334
CUST_APLPAC,PROD_ETRKK5,109.92076533333334
CUST_E7XDRZ,PROD_VQ84WN,109.92076533333334
CUST_HUEDYC,PROD_3U969V,109.92076533333334
CUST_KRPGVT,PROD_KQKDNT,109.92076533333334
CUST_C18AR3,PROD_YUF9AX,109.92076533333334
CUST_MDY5GQ,PROD_78SOWR,109.92076533333334
CUST_0S4NJO,PROD_36KGV9,109.92076533333334
CUST_B3J1CT,PROD_QCG5KU,109.92076533333334
CUST_PTJXTK,PROD_VJILB6,109.92076533333334
CUST_1GJYF8,PROD_MHGIL5,109.92076533333334
CUST_9EPHJZ,PROD_O8IJYU,109.92076533333334
CUST_N6VOXY,PROD_IPSBOV,109.92076533333334
CUST_D3LK0O,PROD_PZQED6,109.92076533333334
CUST_6O7NS3,PROD_QIBEAM,109.92076533333334
CUST_1AWKB8,PROD_4KSYQU,109.92076533333334
CUST_703U8V,PROD_FN1VXK,109.92076533333334
CUST_YN7PNG,PROD_59GRO4,109.92076533333334
CUST_8TOG5X,PROD_9D5T4I,109.92076533333334
CUST_K1H38A,PROD_V9ONWR,109.92076533333334
CUST_GU7IEC,PROD_HTNYOZ,109.92076533333334
CUST_6TB6R3,PROD_Q22PKI,109.92076533333334
CUST_0O5RYI,PROD_850JWE,109.92076533333334
CUST_LDB9QB,PROD_F0P3QW,109.92076533333334
CUST_UX1N9T,PROD_J1WTDM,109.92076533333334
CUST_MP34RG,PROD_NG1R5J,109.92076533333334
CUST_O4DNV1,PROD_VF17RW,109.92076533333334
CUST_EWV7EI,PROD_13ZRPB,109.92076533333334
CUST_YZMQLN,PROD_YM8I4F,109.92076533333334
CUST_QP0EZS,PROD_I7M8AB,109.92076533333334
CUST_M9UXE5,PROD_67RBPI,109.92076533333334
CUST_3DJOJU,PROD_E9O6U0,109.92076533333334
CUST_M2G7SI,PROD_1JR3NY,109.92076533333334
CUST_Q4PTY8,PROD_REYN2C,109.92076533333334
CUST_H3HTYJ,PROD_L7ZCJU,109.92076533333334
CUST_S2HEHI,PROD_5YQ94S,109.92076533333334
CUST_DXETKX,PROD_0RU3G0,109.92076533333334
CUST_XWZRLC,PROD_KQRSEU,109.92076533333334
CUST_TVFFGS,PROD_M4SQWG,109.92076533333334
CUST_MI3DT9,PROD_EIINJI,109.92076533333334
CUST_MQKIIK,PROD_Y6GE2M,109.92076533333334
CUST_G3PG4A,PROD_Z07DQF,109.92076533333334
CUST_AWVBMV,PROD_GPAB33,109.92076533333334
CUST_G6MRSG,PROD_WFD9XL,109.92076533333334
CUST_4JW3SC,PROD_KYRF2E,109.92076533333334
CUST_I5ET8T,PROD_1TRPD4,109.92076533333334
CUST_4Z6EAD,PROD_DYK8R1,109.92076533333334
CUST_W46YCV,PROD_0MW12A,109.92076533333334
CUST_FW94OG,PROD_9L7ITJ,109.92076533333334
CUST_L5137D,PROD_WJ48PQ,109.92076533333334
CUST_17A6AW,PROD_UEKIKT,109.92076533333334
CUST_MNG58M,PROD_SXQBDT,109.92076533333334
CUST_UAVVSS,PROD_9Q4UUP,109.92076533333334
CUST_TK22YT,PROD_MVFDAK,109.92076533333334
CUST_OR5172,PROD_Y33457,109.92076533333334
CUST_MA67GS,PROD_3E8949,109.92076533333334
CUST_9ZQIBS,PROD_WCT3TN,109.92076533333334
CUST_9FC50T,PROD_5KV4S9,109.92076533333334
CUST_33CZPX,PROD_OZQWEY,109.92076533333334
CUST_M8RZC4,PROD_Q9OYHQ,109.92076533333334
CUST_RIOS1B,PROD_7M7FN6,109.92076533333334
CUST_A3PDSR,PROD_31UUJ2,109.92076533333334
CUST_KRMCC4,PROD_EO4LSX,109.92076533333334
CUST_4LT0BM,PROD_UH1Y4S,109.92076533333334
CUST_O3NH7E,PROD_HWQ4A4,109.92076533333334
CUST_SU5CMB,PROD_B12ARB,109.92076533333334
CUST_QP6EHS,PROD_QQL9F4,109.92076533333334
CUST_8ZZWBE,PROD_SWKD7C,109.92076533333334
CUST_DLUH1W,PROD_CJAQEN,109.92076533333334
CUST_LY80MZ,PROD_MHOSYD,109.92076533333334
CUST_HALQC9,PROD_YDX37N,109.92076533333334
CUST_FI6QT3,PROD_W49CF9,109.92076533333334
CUST_MLJXE2,PROD_R0L8CQ,109.92076533333334
CUST_URFCU4,PROD_GFWPKC,109.92076533333334
CUST_F05MOQ,PROD_A2K8SF,109.92076533333334
CUST_Y2IWUI,PROD_ZEEJM7,109.92076533333334
CUST_4TR9DG,PROD_8G4DL4,109.92076533333334
CUST_YHL49W,PROD_X2MZLS,109.92076533333334
CUST_AW63NS,PROD_SYE0GT,109.92076533333334
CUST_L9CAJE,PROD_XDB7V9,109.92076533333334
CUST_4NTD91,PROD_VG9GUS,109.92076533333334
CUST_5CXRH8,PROD_NKUZYU,109.92076533333334
CUST_N8RFHD,PROD_ZOX7U1,109.92076533333334
CUST_JJ7V3T,PROD_9PAN6M,109.92076533333334
CUST_74VIOR,PROD_CSER1S,109.92076533333334
CUST_BZ0WS5,PROD_N73LJD,109.92076533333334
CUST_JSW31R,PROD_G9G3KC,109.92076533333334
CUST_VM3B2L,PROD_TRPPGO,109.92076533333334
CUST_DZBM1E,PROD_GADJTN,109.92076533333334
CUST_GW2924,PROD_SPMY4Y,109.92076533333334
CUST_AACK66,PROD_WKBW0S,109.92076533333334
CUST_AJPGNN,PROD_F3DDI1,109.92076533333334
CUST_DZVXNP,PROD_RQMAJZ,109.92076533333334
CUST_B0W5UM,PROD_0V6QQR,109.92076533333334
CUST_V12ZTR,PROD_6NVQQJ,109.92076533333334
CUST_ZQDVJR,PROD_IIS346,109.92076533333334
CUST_BM02DB,PROD_ZI1RUR,109.92076533333334
CUST_14JH9N,PROD_VK9BUH,109.92076533333334
CUST_ME3FVQ,PROD_QRUK6S,109.92076533333334
CUST_FNDQXF,PROD_LBLPK2,109.92076533333334
CUST_9VVOZW,PROD_36USGX,109.92076533333334
CUST_9A0C0X,PROD_BK8061,109.92076533333334
CUST_QBKAZD,PROD_DPULVB,109.92076533333334
CUST_J5217N,PROD_2A70LH,109.92076533333334
CUST_HF4JV0,PROD_YL51TG,109.92076533333334
CUST_3P2UMQ,PROD_6Y765I,109.92076533333334
CUST_Y0X0AN,PROD_D1R7JS,109.92076533333334
CUST_5XHJXE,PROD_59RRH6,109.92076533333334
CUST_LL26RD,PROD_IPT249,109.92076533333334
CUST_RKOHJY,PROD_7LH5S5,109.92076533333334
CUST_S5FHY6,PROD_BXTG54,109.92076533333334
CUST_5PHI6R,PROD_N8HFKI,109.92076533333334
CUST_MXWLV3,PROD_GRURNA,109.92076533333334
CUST_0YQJJ7,PROD_H5G6FO,109.92076533333334
CUST_TRW69R,PROD_JRBGCA,109.92076533333334
CUST_OSL1OX,PROD_D6MZAA,109.92076533333334
CUST_ZQLJAY,PROD_GPKDJO,109.92076533333334
CUST_CACEBD,PROD_OUSMY9,109.92076533333334
CUST_0YKQHV,PROD_9X2RFW,109.92076533333334
CUST_J0CWQB,PROD_F5OKM2,109.92076533333334
CUST_CWEN2F,PROD_ACECR1,109.92076533333334
CUST_GTDNXN,PROD_O4OG97,109.92076533333334
CUST_KK0XOW,PROD_COHPF9,109.92076533333334
CUST_546VJB,PROD_EKPX5B,109.92076533333334
CUST_XWE8BZ,PROD_EGRASH,109.92076533333334
CUST_66CJQ8,PROD_3PBD0K,109.92076533333334
CUST_6YD2HU,PROD_KM18H6,109.92076533333334
CUST_95G0MK,PROD_LKC3M9,109.92076533333334
CUST_09ZF2L,PROD_4QQM7L,109.92076533333334
CUST_LMBIH0,PROD_X1ZZ9B,109.92076533333334
CUST_43HBYL,PROD_PL3BU5,109.92076533333334
CUST_DHI4MK,PROD_W0FEBO,109.92076533333334
CUST_YO6X6W,PROD_OUHIKJ,109.92076533333334
CUST_FYXHNZ,PROD_105A42,109.92076533333334
CUST_DBZT4Y,PROD_VTLGOO,109.92076533333334
CUST_7NKKVD,PROD_7Z972X,109.92076533333334
CUST_G8XKJJ,PROD_7GR4UN,109.92076533333334
CUST_UHVN3M,PROD_YB83ZP,109.92076533333334
