ds,yhat,yhat_lower,yhat_upper
2023-02-14,105.77198630360948,35.56701978447826,174.3303332760564
2023-02-15,109.96873834563482,45.9798093138483,174.4118127801892
2023-02-16,110.90893330298113,44.118155736232936,176.80382729997268
2023-02-17,108.94810004055608,48.63819784975071,176.6868442366016
2023-02-18,109.4923862881301,46.3769592983402,171.4574421522827
2023-02-19,111.10114079895125,41.63203447880383,170.96550686683554
2023-02-20,109.90134872692133,41.647494898200485,171.84109460994068
2023-02-21,105.81726888812908,40.30042129807258,170.89598174710642
2023-02-22,110.01402095632277,43.73817720577165,177.65849733755772
2023-02-23,110.95421591366814,46.34555843216451,176.58046774455386
2023-02-24,108.99338265124481,43.790277360981875,178.39242126733072
2023-02-25,109.53766889882087,44.0860173344681,175.90598288916723
2023-02-26,111.14642340962995,47.32278752182472,182.51454613230334
2023-02-27,109.94663132943087,47.96707103307396,176.0364922375209
2023-02-28,105.86255148247355,45.81454769005572,170.09567739468258
2023-03-01,110.05930354250417,42.993586824393326,180.02969312388154
2023-03-02,110.99949849167128,42.373076835819234,173.99398208314523
2023-03-03,109.0386652210805,48.710828779567485,176.8208499487856
2023-03-04,109.58295146048869,47.34292452733616,181.19732710693305
2023-03-05,111.19170596313381,44.03981615233547,178.07485862070916
2023-03-06,109.99191388294614,43.18406187488566,177.09548089072518
2023-03-07,105.90783403597392,39.156320732119354,174.39043688822713
2023-03-08,110.10458609600433,46.35639514604817,175.84886287922592
2023-03-09,111.04478104517683,42.827227387922036,177.59068242202332
2023-03-10,109.08394777457848,37.413566327944736,172.79775009728422
2023-03-11,109.62823405795623,43.98963867289264,180.2870165714884
2023-03-12,111.2369886045869,45.708357844004865,180.3786248796678
2023-03-13,110.03719656836793,45.080926324460656,176.56146293796084
2023-03-14,105.95311676537344,36.82080698226717,167.34601174813744
2023-03-15,110.14986886938331,44.303387596571106,176.7196239949087
2023-03-16,111.09006386252102,42.99904225507356,178.18833638337364
2023-03-17,109.12923063589872,38.68276529988332,176.3069524088719
2023-03-18,109.67351691927745,40.58959637499238,173.2033424000237
2023-03-19,111.28227146590584,48.15889327218175,178.66425362498958
2023-03-20,110.08247942968976,45.3958748385232,175.9142754283195
2023-03-21,105.99839962669677,36.32805485563579,175.22468434189818
2023-03-22,110.19515173069233,44.05843989498073,174.39108859998947
2023-03-23,111.13534668407856,43.46742137329268,179.58337573326767
2023-03-24,109.17451341770153,44.5349277352573,174.0996850549881
2023-03-25,109.7187996613196,39.02530876915636,170.41624488473107
2023-03-26,111.32755416818667,47.668713060896295,184.35487032094886
2023-03-27,110.12776209221906,43.50081084670413,176.8041533475767
2023-03-28,106.04368224945215,36.68870633722241,173.01166108522483
2023-03-29,110.24043431369124,42.483016037575,175.5935967343679
2023-03-30,111.18062926708099,46.727139301962914,181.78735247339173
2023-03-31,109.21979600068725,41.67898283038974,182.20913702548654
2023-04-01,109.76408224431636,41.41782064394715,174.87703634214785
2023-04-02,111.37283675117803,43.401478528807196,175.60542980737247
2023-04-03,110.17304467520997,42.98217919899815,177.56681067407735
2023-04-04,106.0889648572347,44.80353940778933,174.26890747363151
2023-04-05,110.28571694626577,39.549372304888955,177.95104048042822
2023-04-06,111.22591192443831,39.58635832398937,179.34190854888922
2023-04-07,109.26507868284921,42.41401427482816,173.62786390464072
2023-04-08,109.8093649512595,48.18997857248296,179.0966625989832
2023-04-09,111.41811948290685,47.38154177332669,177.3028920939665
2023-04-10,110.21832743172419,44.8650965731883,179.70102700690427
2023-04-11,106.13424761375435,37.935583194500715,171.48347193465418
2023-04-12,110.33099970278668,47.41243093711148,175.5138505138372
2023-04-13,111.2711946809617,46.613105557739985,177.70628746522732
2023-04-14,109.31036143936502,38.41185156044211,175.09730927497725
2023-04-15,109.8546477077763,43.7426800651849,182.9187563176711
2023-04-16,111.46340223354213,47.93339909299315,178.4055047359296
2023-04-17,110.26361017647275,45.50148167389117,178.79353269402682
2023-04-18,106.17953035262317,40.8849973152491,173.64792287377873
2023-04-19,110.37628243577625,43.58887576880803,175.85717728235113
2023-04-20,111.31647740806196,41.43308909185083,173.60077667906506
2023-04-21,109.35564416058905,42.277496569401755,172.10567564852818
2023-04-22,109.89993042312302,45.782940186719024,181.4790802102433
2023-04-23,111.50868494887855,43.151899772066,177.40330125295367
2023-04-24,110.30889289181032,43.43992108013856,173.87041738263665
2023-04-25,106.22481306796226,39.11803011084201,171.73263766732254
2023-04-26,110.42156515110099,44.98789990411974,178.01300241714026
2023-04-27,111.3617600934151,49.11411239150603,181.1039345268157
2023-04-28,109.40092681595841,48.30049637597098,179.69629516997168
2023-04-29,109.94521304849135,41.09149968769661,174.87421431575194
2023-04-30,111.55396754427315,43.14987832721515,177.49002945995082
2023-05-01,110.3541754572151,43.43125795888927,182.21116034773934
2023-05-02,106.27009560338507,37.1290644268108,170.6772223892313
2023-05-03,110.46684765654058,44.046935388020835,174.1243009345619
2023-05-04,111.40704259885665,43.41026086332922,171.1819487531792
2023-05-05,109.44620932138771,44.23538807759287,174.58112044192623
2023-05-06,109.99049555393172,45.636084039929884,180.63640157232976
2023-05-07,111.59925004971356,47.64373897395751,178.38161328175144
2023-05-08,110.39945796264962,44.856785053429405,178.43874642753985
2023-05-09,106.31537810882196,44.020866050695425,175.32796446962573
2023-05-10,110.5121301179244,47.63835207756341,174.58275016437986
2023-05-11,111.4523250161769,42.97454106208216,181.52435674583668
2023-05-12,109.49149169465146,44.27395101751584,173.87120300183219
2023-05-13,110.03577788313746,48.05787111726511,175.2754532733214
2023-05-14,111.64453233485706,42.821002130049656,177.54277148261798
2023-05-15,110.44474020374945,38.95189715537091,178.02012085245116
2023-05-16,106.36066030584968,43.21682012849161,172.18240397213532
2023-05-17,110.55741231495048,44.697309436164346,177.73082544165314
2023-05-18,111.4976072131994,43.3989202185495,177.21733973620795
2023-05-19,109.53677389167537,40.52297502636841,178.17062025534443
2023-05-20,110.08106008015635,38.49781819073632,175.50227156929725
2023-05-21,111.68981451947748,45.78652755903911,180.54606631959444
2023-05-22,110.4900223759546,46.230552579350565,178.09759966149994
2023-05-23,106.40594246564783,44.963812885425554,175.8607379446359
2023-05-24,110.60269446234481,39.885543680149915,176.86106044973403
2023-05-25,111.54288934817946,44.552690971097434,174.7433665750151
2023-05-26,109.5820560142517,37.133703818242765,175.454367622704
2023-05-27,110.12634219032039,50.16604483409564,181.6288162589197
2023-05-28,111.73509662963436,45.60062198810114,174.87858228966317
2023-05-29,110.53530448611119,48.447827660432544,178.84028899650357
2023-05-30,106.45122457580894,40.29402659214372,174.34206571200863
2023-05-31,110.64797651180061,41.56898291282098,172.24259200758817
2023-06-01,111.58817133695392,43.784924984166146,176.45459289638737
2023-06-02,109.62733794233642,49.52236354920697,179.98531923146058
2023-06-03,110.17162405771985,39.84631315854722,175.3505262994636
2023-06-04,111.78037843634267,45.41013896755642,175.1968286841105
2023-06-05,110.58058623212244,39.58080615538277,179.28903503403174
2023-06-06,106.49650626113142,38.09753727642731,175.67523797671348
2023-06-07,110.69325819712579,45.450779419720156,175.98600515159288
2023-06-08,111.63345302228163,43.21745994635909,184.26286680671674
2023-06-09,109.67261962765654,39.26222166300468,179.3945895953841
2023-06-10,110.21690574304093,45.48558079112842,180.32232849393094
2023-06-11,111.82566012166319,40.683372634550544,176.79081202071023
2023-06-12,110.62586791744098,41.85587708315381,178.62070985238128
2023-06-13,106.54178790007842,44.079577669293116,173.41098487704895
2023-06-14,110.73853978969859,45.2704790742919,178.19261259286844
2023-06-15,111.67873456847167,53.451404652825296,178.20241222497742
2023-06-16,109.71790112748053,49.966206016223715,175.30059642225515
2023-06-17,110.26218719648094,38.65131042930689,176.0870063746347
2023-06-18,111.87094152872832,44.5249822708439,177.5111722269101
2023-06-19,110.67114927812916,45.730915193207395,176.02335109597746
2023-06-20,106.58706926076812,34.79951327898472,177.40658310778042
2023-06-21,110.78382115039314,44.51038395800292,184.18829874444955
2023-06-22,111.72401592916528,44.27915237478123,179.4444594044861
2023-06-23,109.76318248817235,43.932698084477224,178.75980253550375
2023-06-24,110.30746855717337,42.83337471320705,175.59983832440884
2023-06-25,111.9132857187271,48.45997731573585,177.29896386539684
2023-06-26,110.7105562974528,47.80287495111051,179.62236354824572
2023-06-27,106.62353910938656,41.974598652046936,165.93777421681926
2023-06-28,110.81735382832724,44.548867004089196,179.82201480432653
2023-06-29,111.75461143640439,45.1068240357485,174.30891033354143
2023-06-30,109.79084082471304,42.823124029890245,174.78545679092468
2023-07-01,110.33218972303506,44.57275691350342,176.3721675781051
2023-07-02,111.93800688458879,46.23663863349363,175.79721948636103
2023-07-03,110.73527746330863,50.34670095305149,182.8953468347176
2023-07-04,106.64826027524478,46.101077674872364,177.74331586823698
2023-07-05,110.84207499418814,44.42440394436772,179.62158410802274
2023-07-06,111.77933260226331,47.763814135212534,175.86737740719713
2023-07-07,109.81169679124112,41.97745413871235,171.7238276361805
2023-07-08,110.34918049021994,43.06283541143411,181.52323864809733
2023-07-09,111.9511324524516,49.20650531872015,177.659027383539
2023-07-10,110.74453783183097,45.390860809213606,177.49406461135396
2023-07-11,106.65365544443956,37.186041744746426,174.604583263015
2023-07-12,110.84360496405125,43.368817440013515,175.88025524682968
2023-07-13,111.77699737279536,48.314172142387044,177.68303873314528
2023-07-14,109.80936156176617,41.149510553847755,177.21737169535916
2023-07-15,110.34684526074597,40.680936393054715,175.41035967364027
2023-07-16,111.94879722297894,41.10174782502015,179.18471166562085
2023-07-17,110.74220260235602,40.07209452002461,183.58030533469
2023-07-18,106.65132021496701,39.13896474937445,173.14149273337222
2023-07-19,110.84126912802152,46.3843983440833,183.53735335386207
2023-07-20,111.77466093023648,45.10571519742302,181.2228454974352
2023-07-21,109.80702451266589,42.81274247981492,178.44694153684537
2023-07-22,110.34450760510774,45.84364083855883,170.85429491199952
2023-07-23,111.94645896077971,46.35784334964037,178.8441029152925
2023-07-24,110.73986373363734,44.340590188933376,175.2037701506296
2023-07-25,106.64898073969064,40.869626846205165,170.49024067465388
2023-07-26,110.83892965275002,44.39000435403666,182.40358425397832
2023-07-27,111.7723214549556,41.90311247134083,176.4068040088238
2023-07-28,109.80468503738642,39.632295915203805,182.00207782396006
2023-07-29,110.34216812982923,49.355786351404696,175.59014694926032
2023-07-30,111.94411776132907,43.69383321655295,178.78273130197664
2023-07-31,110.73752081000373,48.01943925967773,176.85416939932304
2023-08-01,106.64663609188233,44.356570800042384,173.4362278458534
2023-08-02,110.83658328076447,44.06648374278601,177.78609077561964
2023-08-03,111.76997335879835,45.454211264344224,179.07922444647784
2023-08-04,109.80233521705328,41.66181821553508,171.6251003185787
2023-08-05,110.33981658531611,40.43737594303534,183.47686774418062
2023-08-06,111.94176621681596,42.23143185016767,181.73001327035522
2023-08-07,110.73516926548314,45.17191713582707,174.57445587925795
2023-08-08,106.64428454736645,39.76932435331765,176.5388003172704
2023-08-09,110.83423173623714,41.86800493393268,177.86436550149708
2023-08-10,111.76761676897954,44.081618376692184,184.42742844405166
2023-08-11,109.79997358193745,45.29333234390585,177.9579414839605
2023-08-12,110.33744990490283,37.159892610012434,173.00322873643466
2023-08-13,111.93939449110557,44.46995453242421,178.85104855387064
2023-08-14,110.7327924944736,43.31226039377492,174.7381201511907
2023-08-15,106.64190273105909,40.82161731083754,170.59435513974762
2023-08-16,110.83184487463134,43.585185047215525,172.54234317466333
2023-08-17,111.7652299073701,50.157885253195495,177.1631332778273
2023-08-18,109.79758672033464,45.49696744680165,174.54234218366554
2023-08-19,110.33506304330069,40.69909930240258,175.81113316451655
2023-08-20,111.9370076295016,49.57085405477739,177.83174935335077
2023-08-21,110.73040563286399,42.25047055628523,179.42315943655413
2023-08-22,106.63951542271717,41.21081026153468,173.91918320771975
2023-08-23,110.82945711955728,45.206523363170106,178.15023719064837
2023-08-24,111.76284170555417,40.43512784269107,179.29252083989348
2023-08-25,109.79519807177341,44.41873613423298,179.55593692837806
2023-08-26,110.33267394800751,43.63029591396454,176.2752434042085
2023-08-27,111.93461808747024,45.23310610302543,179.33694745500011
2023-08-28,110.72801564409536,45.1918963079752,177.56112017622783
2023-08-29,106.6371254339525,36.60987656985331,173.4863626945177
2023-08-30,110.8270671307953,44.655922029067085,179.7089170090266
2023-08-31,111.76045171678965,43.81801230933838,176.07688736101477
2023-09-01,109.79280808301155,39.633150282617756,174.4520413295418
2023-09-02,110.33028395924632,45.661234770073236,181.21613134626136
2023-09-03,111.93222809870907,50.40284199537517,178.4971277020081
2023-09-04,110.72562571668193,42.531267232491615,178.7651445175044
2023-09-05,106.63473556789567,41.844086338809596,166.28370879251528
2023-09-06,110.8246773260943,48.25555836975378,178.69682631125414
2023-09-07,111.75806197344478,40.853642090721586,171.32957181100008
2023-09-08,109.790418401018,40.534173867208885,178.28470220876028
2023-09-09,110.32789433860219,44.993991580815994,171.77676502343846
2023-09-10,111.92983853941993,45.79177376558294,176.2057271298842
2023-09-11,110.7232361574062,45.09217629873751,175.7586582576252
2023-09-12,106.63234600860662,42.1249662759004,175.85781727282568
2023-09-13,110.82228776680796,49.6764965501483,175.62114299765582
2023-09-14,111.75567243827939,40.666093734988166,176.03100925300652
2023-09-15,109.78802888998145,45.63000458685624,180.13411466306243
2023-09-16,110.32550485168805,42.16796194764352,172.51915792551992
2023-09-17,111.92744907664049,43.8676275857867,177.91834958447828
2023-09-18,110.72084671875349,42.758615735275484,176.0786582566118
2023-09-19,106.62995659408358,40.22834805550463,170.1316814298808
2023-09-20,110.81989837641649,42.34007639387538,176.1283474174022
2023-09-21,111.75328304788303,47.813173932476154,174.3563531608933
2023-09-22,109.78563949959073,47.13174050717776,178.54663856949546
2023-09-23,110.32311546128958,42.4978274263162,179.00319255067646
2023-09-24,111.92505968624336,47.15852794913761,178.47442591727406
2023-09-25,110.71845732835247,46.42375631878632,175.3973725113216
2023-09-26,106.62756720368652,40.42810754470454,170.15537800250405
2023-09-27,110.81750901688515,39.939591647036785,181.6340643310608
2023-09-28,111.75089371924541,47.54499964044147,179.31316858198898
2023-09-29,109.7832502018242,46.833308729197796,178.01552121347788
2023-09-30,110.32072619441837,47.6784294178951,177.228482634361
2023-10-01,111.92267045024667,47.04509764410303,180.13997492621075
2023-10-02,110.71606812322926,43.63683821339476,182.5922786658104
2023-10-03,106.62517802944507,37.02938550425084,165.5129387032898
2023-10-04,110.8151198426493,41.76440530768359,171.53061775445772
2023-10-05,111.74850454500466,43.34815365402128,178.89511679482172
2023-10-06,109.78086102758557,38.255693973484775,174.17281619699418
2023-10-07,110.3183370201755,47.4619007346062,174.57597729941546
2023-10-08,111.92028127600325,49.776700646323576,178.46138825390304
2023-10-09,110.71367903941595,38.39456589488208,174.9997145788756
2023-10-10,106.62278903603152,39.756361312102996,169.13978260891335
2023-10-11,110.81273093964735,43.802933172936456,174.4531650737206
2023-10-12,111.7461157324123,43.34539159050267,178.205445142709
2023-10-13,109.77847230541663,42.62727138459016,173.51042740470695
2023-10-14,110.31594838841202,47.93791619019202,184.01418110744925
2023-10-15,111.91789273465791,48.396705361869344,180.08237159216011
2023-10-16,110.71129049806471,40.75813138281855,179.67914311313373
2023-10-17,106.62040049468267,40.151548358016164,174.40583887801807
2023-10-18,110.8103423983041,50.52310271340018,174.1140874165248
2023-10-19,111.74372719107262,46.602775241278444,173.7689391926103
2023-10-20,109.77608376407062,43.381885433301264,175.33107328592678
2023-10-21,110.31355991337531,40.4016595673854,180.38507339295015
2023-10-22,111.91550432591293,47.19315617059843,172.62011152747706
2023-10-23,110.7089021556248,45.78467067424766,180.63509213182286
2023-10-24,106.61801221854874,38.35176605050817,173.4982357329711
2023-10-25,110.80795418847973,42.82135299695497,174.6522553751009
2023-10-26,111.74133904754261,48.26246541584068,182.43252096844915
2023-10-27,109.7736956868458,42.273234145941494,174.77303311884677
2023-10-28,110.31117183615146,47.00075271596761,176.79269565798432
2023-10-29,111.91311624869401,45.093134095775646,180.36909065568196
2023-10-30,110.70651407839999,41.24750762318423,176.57773693490935
2023-10-31,106.6156241413263,35.78642435367016,175.79564020389645
2023-11-01,110.80556611125706,48.56678648882513,175.25563957487603
2023-11-02,111.73895097032536,46.14164157098043,176.61749516493538
2023-11-03,109.77130760962098,42.65294945021562,177.13383760220353
2023-11-04,110.30878375892163,45.66288165605244,179.57273219040573
2023-11-05,111.910728171466,43.20678476486668,179.21218061086594
2023-11-06,110.70412600117356,45.83570288966399,177.88948253047363
2023-11-07,106.61323606410456,41.265502066329674,175.17051741089887
2023-11-08,110.80317803404022,44.62372025802776,176.51824027204754
2023-11-09,111.73656289310307,38.840153258361354,181.28167092845368
2023-11-10,109.76891953239614,39.031559152237634,178.94970033125492
2023-11-11,110.30639568169778,42.53824095851815,181.5680545070262
2023-11-12,111.90834009424708,49.71846934633381,177.51204898615157
2023-11-13,110.70173792395032,40.27090044237308,174.97752582775198
2023-11-14,106.61084798688283,38.87476973359719,174.8637041058764
2023-11-15,110.80078995680414,46.42259125247315,173.93906219375123
2023-11-16,111.73417481588133,39.301720920185396,177.14444578630534
2023-11-17,109.76653145517652,44.0723570322515,177.9819237686781
2023-11-18,110.30400760447883,46.65009844071201,176.3024943443065
2023-11-19,111.90595201702813,47.80711575218573,178.99906208947124
2023-11-20,110.69934984674119,35.3958105921581,180.00704101142512
2023-11-21,106.60845990966112,39.797218976141714,168.17637464069327
2023-11-22,110.79840187958439,44.05132968344078,174.00455002155311
2023-11-23,111.73178673865507,48.53839616203975,178.38003429194438
2023-11-24,109.7641433779465,45.95317225181398,178.08444571854776
2023-11-25,110.30161952725986,40.98654702539076,176.37404995550125
2023-11-26,111.90356393980203,44.94947048777586,179.48646925028487
2023-11-27,110.69696176951636,46.79246157042593,188.29043368333475
2023-11-28,106.60607183243869,37.3266324193601,175.46276417599498
2023-11-29,110.79601380236464,50.791076158258434,178.09744202783284
2023-11-30,111.72939866142885,40.25815793234451,173.50536505212258
2023-12-01,109.76175530073563,39.037597436334664,176.82601152024623
2023-12-02,110.29923145003488,42.77247374682663,180.97680653015138
2023-12-03,111.90117586258309,48.51083593228433,178.3908819184359
2023-12-04,110.69457369228994,48.77002564399493,171.42701140515044
2023-12-05,106.60368375521766,37.964751583995366,172.7599733691395
2023-12-06,110.79362572512858,47.59454339405508,178.10251869471122
2023-12-07,111.7270105842116,48.91130955065937,179.30571954039826
2023-12-08,109.75936722351081,43.85281700316035,182.290416661194
2023-12-09,110.29684337281104,46.43260357315292,178.5060529001299
2023-12-10,111.89878778536055,46.72019815490389,181.0720798716411
2023-12-11,110.6921856150635,45.396174228717214,180.96514617656044
2023-12-12,106.60129567799433,41.04420353774681,173.0159350460288
2023-12-13,110.79123764790884,45.95646556527072,172.7134549712087
2023-12-14,111.72462250698534,45.108674857783605,181.13481031781316
2023-12-15,109.75697914629117,42.34024031847986,176.07204995316687
2023-12-16,110.29445529559207,50.81202661391437,176.6795572126132
2023-12-17,111.89639970813616,43.34242128192662,180.04710686026198
2023-12-18,110.68979753784029,45.47474937770514,175.75208230367508
2023-12-19,106.59890760077332,42.12392122547325,169.75903054365034
2023-12-20,110.78884957069198,43.284227114909086,174.94003438383558
2023-12-21,111.7222344297636,45.928944831558,174.74658430590418
2023-12-22,109.75459106907155,38.77167085202835,175.64559869478603
2023-12-23,110.29206721836825,44.4252812843038,177.0358599659218
2023-12-24,111.89401163091361,47.079451783628436,181.4527990911021
2023-12-25,110.68740946061385,43.1509594260368,174.44263385354347
2023-12-26,106.59651952355088,40.4989341925564,176.38563763908917
2023-12-27,110.78646149347225,40.96753289055087,177.85144402289734
2023-12-28,111.71984635254582,43.398492769608616,180.54210180861466
2023-12-29,109.75220299184153,44.49082395515023,174.73603651053674
2023-12-30,110.28967914115415,42.63478335492164,179.99920880873884
2023-12-31,111.89162355369467,46.32922991526291,181.1977586765453
2024-01-01,110.68502138338903,44.270271296073666,177.38577850009636
2024-01-02,106.59413144632825,41.44530609971918,174.3554854183445
2024-01-03,110.78407341625538,43.22112732183693,176.57365922877503
2024-01-04,111.71745827532406,45.61863764940183,180.55720445782558
2024-01-05,109.74981491462023,42.112068430718146,178.74260900563314
2024-01-06,110.2872910639303,40.2546979606899,172.38463966767725
2024-01-07,111.88923547647214,47.08691339463766,176.48121151324227
2024-01-08,110.6826333061815,46.489705730009,171.3157435931396
2024-01-09,106.59174336910655,43.38454999911003,174.81578491949043
2024-01-10,110.78168533903273,50.27460519957081,180.18391092193315
2024-01-11,111.71507019809783,38.5891962289451,176.61370627641443
2024-01-12,109.74742683740061,48.20948900846914,179.96020133968705
2024-01-13,110.28490298670046,42.8588200636862,178.1029325179156
2024-01-14,111.88684739925323,46.39532779189666,176.41463765357472
2024-01-15,110.68024522895665,41.79351450309339,179.3758958963576
2024-01-16,106.5893552918848,36.42611766284178,174.39639318909485
2024-01-17,110.77929726181588,47.020179563320255,179.24339982152873
2024-01-18,111.71268212087608,43.83492198467888,177.40881242685347
2024-01-19,109.745038760181,45.097275675327815,171.12113675953594
2024-01-20,110.28251490948149,46.02873887878865,174.55238332506383
2024-01-21,111.8844593220271,47.31408616953288,173.29063580722934
2024-01-22,110.67785715173183,48.29412769071085,178.60449388736825
2024-01-23,106.58696721466237,38.363090772945355,168.52249453522825
2024-01-24,110.7769091845798,38.50829816634689,175.80946009823995
2024-01-25,111.71029404364984,45.269267336455336,177.9089306200009
2024-01-26,109.74265068295618,42.292024777889644,176.1058649638298
2024-01-27,110.28012683226252,46.848689826897704,180.78976919702265
2024-01-28,111.88207124480815,45.76969888615375,176.4607105630373
2024-01-29,110.67546907452429,45.44752653452488,179.71100957152453
2024-01-30,106.58457913743992,42.97053276177589,170.45004208438198
2024-01-31,110.77452110736009,47.87036204996252,178.5008920192679
2024-02-01,111.70790596644102,43.574795420797365,177.5361315420139
2024-02-02,109.74026260573136,35.94318382646771,174.94955017035997
2024-02-03,110.27773875503867,41.50200529300875,184.12353254410075
2024-02-04,111.87968316758375,44.927198517568485,176.39577637657496
2024-02-05,110.67308099729789,40.37963895649276,176.8157316069044
2024-02-06,106.58219106021818,37.30159363201303,171.55528033292
2024-02-07,110.77213303014032,46.335577370344524,176.99542414136988
2024-02-08,111.70551788921478,45.65720003962143,177.0551145036774
2024-02-09,109.73787452851528,42.78809727085746,180.0990162475933
2024-02-10,110.27535067781484,43.517358329672646,175.2762877605534
2024-02-11,111.87729509036122,38.97265128490939,183.06637158143593
2024-02-12,110.67069292007466,46.15146893402714,177.98043021326575
2024-02-13,106.57980298299645,36.8123507880636,176.8759897115253
2024-02-14,110.76974495292347,43.015492810803394,174.04501104750094
2024-02-15,111.70312981199305,47.74820929254231,179.87982893349704
2024-02-16,109.73548645129564,42.46920226957838,172.5917590016924
2024-02-17,110.27296260059587,42.72165030822224,181.08076867098137
2024-02-18,111.8749070131387,41.16094306927574,177.20755555623475
2024-02-19,110.66830484284822,43.122132084248456,179.84324854528472
2024-02-20,106.57741490577384,34.16735296942943,174.57069764307715
2024-02-21,110.76735687570662,44.12194286830299,177.14087576324732
2024-02-22,111.70074173476682,44.1611233237474,183.90191907230715
2024-02-23,109.73309837406562,44.37810490972229,175.8591176905282
2024-02-24,110.27057452337691,39.55505761346205,178.79500356878168
2024-02-25,111.87251893591427,42.00830780055354,171.62126258207726
2024-02-26,110.66591676562338,43.24179335012989,182.9247718329928
2024-02-27,106.5750268285514,41.178770061737474,171.9172033444665
2024-02-28,110.76496879846765,46.45079228910406,176.70649809158596
2024-02-29,111.69835365754506,42.645427109595666,175.69853762162907
2024-03-01,109.730710296846,41.75975274464742,179.46191150275018
2024-03-02,110.26818644614706,50.95387478267672,175.3905729953978
2024-03-03,111.87013085869178,44.334839694424595,178.5021312709683
2024-03-04,110.66352868839697,42.97996818417472,175.19798441620537
2024-03-05,106.5726387513304,42.385350141999176,176.93891477677934
2024-03-06,110.762580721245,42.69515135411039,177.75331328576974
2024-03-07,111.69596558032725,43.47395826879971,177.73075596433193
2024-03-08,109.72832221962119,41.777747849503946,173.46670902269122
2024-03-09,110.2657983689232,41.36704823414822,175.81889041076565
2024-03-10,111.86774278147283,42.71305631905519,177.40346895224425
2024-03-11,110.66114061117213,43.885771493617895,175.63663527743927
2024-03-12,106.57025067410795,34.940710954668404,170.29697939299427
2024-03-13,110.76019264402815,47.31103734017988,174.8860685293138
2024-03-14,111.69357750310552,51.35147651228398,180.36488663780764
2024-03-15,109.72593414240157,45.39771726234735,175.04910257914824
2024-03-16,110.26341029170912,46.592086945082464,176.9975238091957
2024-03-17,111.8653547042467,46.01765702393703,173.34910192929962
2024-03-18,110.65875253396459,43.607938173667414,176.98020476279703
2024-03-19,106.56786259688621,39.91108521244568,176.55694269225302
2024-03-20,110.75780456681132,45.071444666761785,175.9645355083177
2024-03-21,111.69118942587926,43.60378574360577,177.03457341070924
2024-03-22,109.72354606517673,45.7153292120291,178.30579269582296
2024-03-23,110.2610222144744,45.751952673453886,179.35965098440082
2024-03-24,111.86296662702777,40.84239334016449,181.02635236447296
2024-03-25,110.65636445673978,42.73211176515216,177.75883294519778
